07/10/2020|L12_02_20201007_42617|L12|Agence Port-Gentil|0000321                                 |Chèque UGB          |BGFI BANK|208552
07/10/2020|L12_02_20201007_42617|L12|Agence Port-Gentil|0001091                                 |Chèque UGB          |BGFI BANK|47600
07/10/2020|L12_02_20201007_42617|L12|Agence Port-Gentil|0102078                                 |Chèque CITIGROUP    |BGFI BANK|81081
07/10/2020|L12_02_20201007_42617|L12|Agence Port-Gentil|0761309                                 |Chèque UBA          |BGFI BANK|50000
07/10/2020|L12_02_20201007_42617|L12|Agence Port-Gentil|2908795                                 |Chèque ECOBANK      |BGFI BANK|50000
07/10/2020|L12_02_20201007_42617|L12|Agence Port-Gentil|2947781                                 |Chèque ECOBANK      |BGFI BANK|45381
07/10/2020|L12_02_20201007_42617|L12|Agence Port-Gentil|3447785                                 |Chèque BICIG        |BGFI BANK|336145
07/10/2020|L12_02_20201007_42617|L12|Agence Port-Gentil|6767907                                 |Chèque BICIG        |BGFI BANK|100000
07/10/2020|L12_02_20201007_42617|L12|Agence Port-Gentil|6825233                                 |Chèque BICIG        |BGFI BANK|74788
07/10/2020|L12_02_20201007_42617|L12|Agence Port-Gentil|7104270                                 |Chèque BGFI         |BGFI BANK|163372
07/10/2020|L12_02_20201007_42617|L12|Agence Port-Gentil|7125446                                 |Chèque BICIG        |BGFI BANK|443930
07/10/2020|L12_02_20201007_42617|L12|Agence Port-Gentil|9924666                                 |Chèque UGB          |BGFI BANK|45381
07/10/2020|L14_01_20201007_42579|L14|Agence Oyem|                                        |Espèces|UGB BANK|2740500
07/10/2020|L14_01_20201007_42584|L14|Agence Oyem|                                        |Espèces|UGB BANK|294000
07/10/2020|L15_01_20201007_42600|L15|Agence Lambaréné|                                        |Espèces|   BGFI BANK                            |555338
07/10/2020|L16_01_20201007_42608|L16|Agence Mouila|                                        |Espèces|BICIG BANK|812495
07/10/2020|L17_01_20201007_42593|L17|Agence Moanda|                                        |Espèces|   BGFI BANK                            |1166171
07/10/2020|L19_01_20201007_42581|L19|Agence Vente Indirecte|                                        |Espèces|UBA BANK|2144050
07/10/2020|L22_01_20201007_42603|L22|Agence Mbolo|                                        |Espèces|ORABANK Recettes|3742328
07/10/2020|L22_02_20201007_42597|L22|Agence Mbolo|N°0000022                               |Chèque UGB          |ORABANK Recettes|70594
07/10/2020|L22_02_20201007_42597|L22|Agence Mbolo|N°0000433                               |Chèque UGB          |ORABANK Recettes|47600
07/10/2020|L22_02_20201007_42597|L22|Agence Mbolo|N°3626925                               |Chèque BICIG        |ORABANK Recettes|28560
07/10/2020|L22_02_20201007_42597|L22|Agence Mbolo|N°3644250                               |Chèque BICIG        |ORABANK Recettes|35297
07/10/2020|L22_02_20201007_42597|L22|Agence Mbolo|N°6671576                               |Chèque BICIG        |ORABANK Recettes|25213
07/10/2020|L22_02_20201007_42597|L22|Agence Mbolo|N°7033728                               |Chèque BICIG        |ORABANK Recettes|45381
07/10/2020|L22_02_20201007_42597|L22|Agence Mbolo|N°7037093                               |Chèque BGFI         |ORABANK Recettes|45381
07/10/2020|L22_02_20201007_42597|L22|Agence Mbolo|N°7129853                               |Chèque BICIG        |ORABANK Recettes|279800
07/10/2020|L22_02_20201007_42597|L22|Agence Mbolo|N°9986377                               |Chèque UGB          |ORABANK Recettes|60508
07/10/2020|L25_01_20201007_42604|L25|Agence AVORBAM|                                        |Espèces|BGFI BANK|2320532
07/10/2020|L29_01_20201007_42612|L29|Agence FTTH|                                        |Espèces|UBA BANK|5013550
07/10/2020|L29_02_20201007_42582|L29|Agence FTTH|6245035                                 |Chèque BICIG        |UBA BANK|45920
07/10/2020|L32_02_20201008_42621|L32|DCM - distribution|5877234                                 |Chèque UGB          |UGB BANK|39905000
07/10/2020|L32_02_20201008_42621|L32|DCM - distribution|6929497                                 |Chèque BICIG        |UGB BANK|82000000
07/10/2020|L32_04_20201007_42585|L32|DCM - distribution|886485                                  |BGFI  Virement      |BGFI BANK|2381400
07/10/2020|L32_04_20201007_42585|L32|DCM - distribution|886486                                  |BGFI  Virement      |BGFI BANK|5008500
07/10/2020|L39_01_20201007_42577|L39|Agence Makokou|                                        |Espèces|ORABANK Recettes|60400
07/10/2020|L39_01_20201007_42578|L39|Agence Makokou|                                        |Espèces|ORABANK Recettes|24730650
07/10/2020|L79_01_20201007_42588|L79|Agence Tchibanga|                                        |Espèces|ORABANK Recettes|585900
07/10/2020|L79_01_20201007_42589|L79|Agence Tchibanga|                                        |Espèces|ORABANK Recettes|203279
07/10/2020|L80_01_20201007_42594|L80|Agence Bitam|                                        |Espèces|UGB BANK|122850
07/10/2020|L80_01_20201007_42595|L80|Agence Bitam|                                        |Espèces|UGB BANK|45000
07/10/2020|L86_01_20201007_42615|L86|Agence Mont-Bouet|                                        |Espèces|UBA BANK|56700
07/10/2020|L86_01_20201007_42618|L86|Agence Mont-Bouet|                                        |Espèces|UBA BANK|388564
07/10/2020|L87_01_20201007_42583|L87|Agence PK8|                                        |Espèces|UBA BANK|837762
07/10/2020|M02_01_20201007_42598|M02|Agence Awendje|                                        |Espèces|UBA BANK|75600
07/10/2020|M02_01_20201007_42599|M02|Agence Awendje|                                        |Espèces|UBA BANK|1004002
07/10/2020|M02_02_20201007_42592|M02|Agence Awendje|6494330                                 |Chèque BICIG        |UBA BANK|39085
08/10/2020|L02_01_20201008_42628|L02|Agence Okala|                                        |Espèces|BGFI BANK|693872
08/10/2020|L03_01_20201008_42658|L03|Agence des Arcades|                                        |Espèces|UBA BANK|2049193
08/10/2020|L03_02_20201008_42656|L03|Agence des Arcades|5790675                                 |Chèque BGFI         |UBA BANK|1802789
08/10/2020|L03_02_20201008_42656|L03|Agence des Arcades|7009643                                 |Chèque BICIG        |UBA BANK|272398
08/10/2020|L03_02_20201008_42656|L03|Agence des Arcades|7095306                                 |Chèque BGFI         |UBA BANK|60508
08/10/2020|L03_02_20201008_42656|L03|Agence des Arcades|7133890                                 |Chèque BGFI         |UBA BANK|217628
08/10/2020|L03_02_20201008_42656|L03|Agence des Arcades|7202196                                 |Chèque BGFI         |UBA BANK|63231
08/10/2020|L03_02_20201008_42656|L03|Agence des Arcades|7236601                                 |Chèque BGFI         |UBA BANK|90178
08/10/2020|L03_02_20201008_42656|L03|Agence des Arcades|7340758                                 |Chèque BGFI         |UBA BANK|70965
08/10/2020|L03_02_20201008_42656|L03|Agence des Arcades|9958777                                 |Chèque UGB          |UBA BANK|324058
08/10/2020|L04_01_20201008_42644|L04|Agence Evolis|                                        |Espèces|CITIBANK|1510114
08/10/2020|L04_02_20201008_42643|L04|Agence Evolis|0001324                                 |Chèque UGB          |CITIBANK|80411
08/10/2020|L04_02_20201008_42643|L04|Agence Evolis|0001325                                 |Chèque UGB          |CITIBANK|11530
08/10/2020|L04_02_20201008_42643|L04|Agence Evolis|0001326                                 |Chèque UGB          |CITIBANK|293186
08/10/2020|L04_02_20201008_42643|L04|Agence Evolis|0001327                                 |Chèque UGB          |CITIBANK|2000
08/10/2020|L04_02_20201008_42643|L04|Agence Evolis|2683126                                 |Chèque ECOBANK      |CITIBANK|600000
08/10/2020|L04_02_20201008_42643|L04|Agence Evolis|2908485                                 |Chèque ORABANK      |CITIBANK|269610
08/10/2020|L04_02_20201008_42643|L04|Agence Evolis|3006182                                 |Chèque ECOBANK      |CITIBANK|257483
08/10/2020|L04_02_20201008_42643|L04|Agence Evolis|3023851                                 |Chèque ECOBANK      |CITIBANK|245060
08/10/2020|L04_02_20201008_42643|L04|Agence Evolis|3412427                                 |Chèque ORABANK      |CITIBANK|219546
08/10/2020|L04_02_20201008_42643|L04|Agence Evolis|6129416                                 |Chèque BGFI         |CITIBANK|353047
08/10/2020|L04_02_20201008_42643|L04|Agence Evolis|6784434                                 |Chèque BGFI         |CITIBANK|141712
08/10/2020|L04_02_20201008_42643|L04|Agence Evolis|7009186                                 |Chèque BICIG        |CITIBANK|290488
08/10/2020|L04_02_20201008_42643|L04|Agence Evolis|7026775                                 |Chèque BGFI         |CITIBANK|910304
08/10/2020|L04_02_20201008_42643|L04|Agence Evolis|7050216                                 |Chèque BICIG        |CITIBANK|45381
08/10/2020|L04_02_20201008_42643|L04|Agence Evolis|7246480                                 |Chèque BGFI         |CITIBANK|187536
08/10/2020|L05_01_20201008_42654|L05|Agence Principale|                                        |Espèces|BGFI BANK|1177644
08/10/2020|L05_02_20201008_42659|L05|Agence Principale|3235984                                 |Chèque ORABANK      |BGFI BANK|133144
08/10/2020|L05_02_20201008_42659|L05|Agence Principale|6202660                                 |Chèque BICIG        |BGFI BANK|121547
08/10/2020|L05_02_20201008_42659|L05|Agence Principale|6202661                                 |Chèque BICIG        |BGFI BANK|266366
08/10/2020|L05_02_20201008_42659|L05|Agence Principale|6967219                                 |Chèque BICIG        |BGFI BANK|445604
08/10/2020|L05_02_20201008_42659|L05|Agence Principale|6997792                                 |Chèque BICIG        |BGFI BANK|1203599
08/10/2020|L05_02_20201008_42659|L05|Agence Principale|6997793                                 |Chèque BICIG        |BGFI BANK|637994
08/10/2020|L05_02_20201008_42659|L05|Agence Principale|6998319                                 |Chèque BICIG        |BGFI BANK|1188647
08/10/2020|L05_02_20201008_42659|L05|Agence Principale|7242477                                 |Chèque BGFI         |BGFI BANK|102220
08/10/2020|L05_02_20201008_42659|L05|Agence Principale|9956378                                 |Chèque UGB          |BGFI BANK|209121
08/10/2020|L06_01_20201008_42634|L06|Agence Nzeng Ayong|                                        |Espèces|CITIBANK|692997
08/10/2020|L07_01_20201008_42661|L07|Agence Sainte Marie|                                        |Espèces|UBA BANK|264600
08/10/2020|L07_01_20201008_42662|L07|Agence Sainte Marie|                                        |Espèces|UBA BANK|1347075
08/10/2020|L08_01_20201008_42637|L08|Agence Owendo|                                        |Espèces|UBA BANK|1458738
08/10/2020|L08_02_20201008_42641|L08|Agence Owendo|0001178                                 |Chèque UGB          |UBA BANK|82836
08/10/2020|L08_02_20201008_42641|L08|Agence Owendo|3161057                                 |Chèque ECOBANK      |UBA BANK|1092554
08/10/2020|L08_02_20201008_42641|L08|Agence Owendo|5832024                                 |Chèque BGFI         |UBA BANK|317912
08/10/2020|L08_02_20201008_42641|L08|Agence Owendo|5832024                                 |Chèque BICIG        |UBA BANK|146230
08/10/2020|L08_02_20201008_42641|L08|Agence Owendo|6761657                                 |Chèque BGFI         |UBA BANK|45381
08/10/2020|L08_02_20201008_42641|L08|Agence Owendo|7933129                                 |Chèque UGB          |UBA BANK|151271
08/10/2020|L10_01_20201008_42638|L10|Agence Carrefour SNI|                                        |Espèces|UBA BANK|174158
08/10/2020|L11_01_20201008_42650|L11|Agence Franceville|                                        |Espèces|UGB BANK|368745
08/10/2020|L12_01_20201008_42653|L12|Agence Port-Gentil|                                        |Espèces|UGB BANK|1954366
08/10/2020|L12_02_20201008_42655|L12|Agence Port-Gentil|   6917250                              |Chèque BGFI         |BGFI BANK|164555
08/10/2020|L12_02_20201008_42655|L12|Agence Port-Gentil|0765849                                 |Chèque UBA          |BGFI BANK|172247
08/10/2020|L12_02_20201008_42655|L12|Agence Port-Gentil|1398842                                 |Chèque ECOBANK      |BGFI BANK|155467
08/10/2020|L12_02_20201008_42655|L12|Agence Port-Gentil|3333899                                 |Chèque ORABANK      |BGFI BANK|749397
08/10/2020|L12_02_20201008_42655|L12|Agence Port-Gentil|3456545                                 |Chèque ORABANK      |BGFI BANK|94418
08/10/2020|L12_02_20201008_42655|L12|Agence Port-Gentil|5288296                                 |Chèque BICIG        |BGFI BANK|126600
08/10/2020|L12_02_20201008_42655|L12|Agence Port-Gentil|6792669                                 |Chèque BICIG        |BGFI BANK|386574
08/10/2020|L12_02_20201008_42655|L12|Agence Port-Gentil|6917249                                 |Chèque BGFI         |BGFI BANK|45986
08/10/2020|L12_02_20201008_42655|L12|Agence Port-Gentil|7128057                                 |Chèque BICIG        |BGFI BANK|44030
08/10/2020|L12_02_20201008_42655|L12|Agence Port-Gentil|7134739                                 |Chèque BICIG        |BGFI BANK|45381
08/10/2020|L12_02_20201008_42655|L12|Agence Port-Gentil|9840447                                 |Chèque UGB          |BGFI BANK|202502
08/10/2020|L12_02_20201008_42655|L12|Agence Port-Gentil|9967765                                 |Chèque UGB          |BGFI BANK|154076
08/10/2020|L13_01_20201008_42629|L13|Agence Koulamoutou|                                        |Espèces|ORABANK Recettes|65516
08/10/2020|L14_01_20201008_42623|L14|Agence Oyem|                                        |Espèces|UGB BANK|2551500
08/10/2020|L14_01_20201008_42627|L14|Agence Oyem|                                        |Espèces|UGB BANK|70500
08/10/2020|L15_01_20201008_42648|L15|Agence Lambaréné|                                        |Espèces|   BGFI BANK                            |377341
08/10/2020|L15_02_20201008_42646|L15|Agence Lambaréné|6350210                                 |Chèque BGFI         |   BGFI BANK                            |62384
08/10/2020|L16_01_20201008_42645|L16|Agence Mouila|                                        |Espèces|BICIG BANK|110310
08/10/2020|L17_01_20201008_42633|L17|Agence Moanda|                                        |Espèces|   BGFI BANK                            |549796
08/10/2020|L22_01_20201008_42632|L22|Agence Mbolo|                                        |Espèces|ORABANK Recettes|2828608
08/10/2020|L25_01_20201008_42651|L25|Agence AVORBAM|                                        |Espèces|BGFI BANK|1693449
08/10/2020|L25_02_20201008_42649|L25|Agence AVORBAM|3192864                                 |Chèque ORABANK      |BGFI BANK|50429
08/10/2020|L29_01_20201008_42647|L29|Agence FTTH|                                        |Espèces|BGFI BANK|3173242
08/10/2020|L29_02_20201008_42652|L29|Agence FTTH|0000173                                 |Chèque UGB          |BGFI BANK|208485
08/10/2020|L29_02_20201008_42652|L29|Agence FTTH|0000335                                 |Chèque UGB          |BGFI BANK|181524
08/10/2020|L29_02_20201008_42652|L29|Agence FTTH|0779179                                 |Chèque UBA          |BGFI BANK|208374
08/10/2020|L29_02_20201008_42652|L29|Agence FTTH|3348699                                 |Chèque ORABANK      |BGFI BANK|159843
08/10/2020|L29_02_20201008_42652|L29|Agence FTTH|4770740                                 |Chèque BGFI         |BGFI BANK|100847
08/10/2020|L29_02_20201008_42652|L29|Agence FTTH|5924149                                 |Chèque BGFI         |BGFI BANK|146230
08/10/2020|L29_02_20201008_42652|L29|Agence FTTH|6454438                                 |Chèque BGFI         |BGFI BANK|25213
08/10/2020|L32_04_20201008_42622|L32|DCM - distribution|013402                                  |Orabank Virement                        |ORABANK|94500000
08/10/2020|L32_04_20201008_42622|L32|DCM - distribution|013403                                  |Orabank Virement                        |ORABANK|18900000
08/10/2020|L32_02_20201009_42664|L32|DCM - distribution|5877247                                 |Chèque UGB          |UGB BANK|69550000
08/10/2020|L32_02_20201009_42664|L32|DCM - distribution|6929515                                 |Chèque BICIG        |UGB BANK|94500000
08/10/2020|L32_02_20201009_42664|L32|DCM - distribution|6929516                                 |Chèque BICIG        |UGB BANK|15500000
08/10/2020|L32_04_20201008_42624|L32|DCM - distribution|887402                                  |BGFI  Virement      |BGFI BANK|7503300
08/10/2020|L32_04_20201008_42624|L32|DCM - distribution|887404                                  |BGFI  Virement      |BGFI BANK|6955200
08/10/2020|L32_04_20201008_42624|L32|DCM - distribution|887405                                  |BGFI  Virement      |BGFI BANK|812700
08/10/2020|L39_01_20201008_42625|L39|Agence Makokou|                                        |Espèces|ORABANK Recettes|22906800
08/10/2020|L39_01_20201008_42626|L39|Agence Makokou|                                        |Espèces|ORABANK Recettes|35000
08/10/2020|L40_01_20201008_42630|L40|Agence Gamba|                                        |Espèces|BICIG BANK|25000
08/10/2020|L40_01_20201008_42635|L40|Agence Gamba|                                        |Espèces|BICIG BANK|108600
08/10/2020|L79_01_20201008_42636|L79|Agence Tchibanga|                                        |Espèces|ORABANK Recettes|576450
08/10/2020|L79_01_20201008_42642|L79|Agence Tchibanga|                                        |Espèces|ORABANK Recettes|349930
08/10/2020|L80_01_20201008_42663|L80|Agence Bitam|                                        |Espèces|UGB BANK|212857
08/10/2020|L86_01_20201008_42657|L86|Agence Mont-Bouet|                                        |Espèces|UBA BANK|141750
08/10/2020|L86_01_20201008_42660|L86|Agence Mont-Bouet|                                        |Espèces|UBA BANK|533508
08/10/2020|L87_01_20201008_42631|L87|Agence PK8|                                        |Espèces|UBA BANK|554570
08/10/2020|M02_01_20201008_42639|M02|Agence Awendje|                                        |Espèces|BGFI BANK|37800
08/10/2020|M02_01_20201008_42640|M02|Agence Awendje|                                        |Espèces|BGFI BANK|218732
09/09/2020|L02_01_20200909_41674|L02|Agence Okala|                                        |Espèces|BGFI BANK|1516541
09/09/2020|L03_01_20200910_41701|L03|Agence des Arcades|                                        |Espèces|BGFI BANK|3872128
09/09/2020|L03_02_20200910_41700|L03|Agence des Arcades|0000068                                 |Chèque UGB          |BGFI BANK|44030
09/09/2020|L03_02_20200910_41700|L03|Agence des Arcades|6535640                                 |Chèque BGFI         |BGFI BANK|30256
09/09/2020|L03_02_20200910_41700|L03|Agence des Arcades|7009595                                 |Chèque BICIG        |BGFI BANK|268818
09/09/2020|L03_02_20200910_41700|L03|Agence des Arcades|7754806                                 |Chèque UGB          |BGFI BANK|20000
09/09/2020|L03_02_20200910_41700|L03|Agence des Arcades|7754807                                 |Chèque UGB          |BGFI BANK|1218962
09/09/2020|L03_02_20200910_41700|L03|Agence des Arcades|7754808                                 |Chèque UGB          |BGFI BANK|402702
09/09/2020|L03_02_20200910_41700|L03|Agence des Arcades|7754809                                 |Chèque UGB          |BGFI BANK|100847
09/09/2020|L04_01_20200909_41678|L04|Agence Evolis|                                        |Espèces|UBA BANK|2565926
09/09/2020|L04_02_20200909_41677|L04|Agence Evolis|2812476                                 |Chèque ORABANK      |UBA BANK|2134869
09/09/2020|L04_02_20200909_41677|L04|Agence Evolis|2812477                                 |Chèque ORABANK      |UBA BANK|60509
09/09/2020|L04_02_20200909_41677|L04|Agence Evolis|2908468                                 |Chèque ORABANK      |UBA BANK|75636
09/09/2020|L04_02_20200909_41677|L04|Agence Evolis|3247029                                 |Chèque ORABANK      |UBA BANK|7410501
09/09/2020|L04_02_20200909_41677|L04|Agence Evolis|3437347                                 |Chèque ORABANK      |UBA BANK|25000
09/09/2020|L04_02_20200909_41677|L04|Agence Evolis|5989943                                 |Chèque BICIG        |UBA BANK|46139
09/09/2020|L04_02_20200909_41677|L04|Agence Evolis|5989944                                 |Chèque BICIG        |UBA BANK|259415
09/09/2020|L04_02_20200909_41677|L04|Agence Evolis|5989945                                 |Chèque BICIG        |UBA BANK|378380
09/09/2020|L04_02_20200909_41677|L04|Agence Evolis|6588939                                 |Chèque BICIG        |UBA BANK|78357
09/09/2020|L04_02_20200909_41677|L04|Agence Evolis|6712429                                 |Chèque BICIG        |UBA BANK|343139
09/09/2020|L04_02_20200909_41677|L04|Agence Evolis|6758131                                 |Chèque BICIG        |UBA BANK|262204
09/09/2020|L04_02_20200909_41677|L04|Agence Evolis|6758132                                 |Chèque BICIG        |UBA BANK|416547
09/09/2020|L04_02_20200909_41677|L04|Agence Evolis|6904832                                 |Chèque BICIG        |UBA BANK|595391
09/09/2020|L04_02_20200909_41677|L04|Agence Evolis|6959144                                 |Chèque BICIG        |UBA BANK|1523200
09/09/2020|L04_02_20200909_41677|L04|Agence Evolis|6959145                                 |Chèque BICIG        |UBA BANK|212415
09/09/2020|L04_02_20200909_41677|L04|Agence Evolis|7021525                                 |Chèque BGFI         |UBA BANK|75550
09/09/2020|L04_02_20200909_41677|L04|Agence Evolis|7161099                                 |Chèque BGFI         |UBA BANK|257477
09/09/2020|L04_02_20200909_41677|L04|Agence Evolis|7434569                                 |Chèque BGFI         |UBA BANK|1324813
09/09/2020|L05_01_20200909_41675|L05|Agence Principale|                                        |Espèces|UBA BANK|1221330
09/09/2020|L05_02_20200909_41669|L05|Agence Principale|0834150                                 |Chèque UBA          |UBA BANK|235290
09/09/2020|L05_02_20200909_41669|L05|Agence Principale|3364967                                 |Chèque ORABANK      |UBA BANK|39331
09/09/2020|L05_02_20200909_41669|L05|Agence Principale|6818191                                 |Chèque UGB          |UBA BANK|108190
09/09/2020|L05_02_20200909_41669|L05|Agence Principale|6905756                                 |Chèque BICIG        |UBA BANK|30254
09/09/2020|L05_02_20200909_41669|L05|Agence Principale|6918190                                 |Chèque UGB          |UBA BANK|446924
09/09/2020|L05_02_20200909_41669|L05|Agence Principale|6918191                                 |Chèque UGB          |UBA BANK|424
09/09/2020|L05_02_20200909_41669|L05|Agence Principale|7074076                                 |Chèque BICIG        |UBA BANK|648550
09/09/2020|L05_02_20200909_41669|L05|Agence Principale|7405131                                 |Chèque BGFI         |UBA BANK|52930
09/09/2020|L05_02_20200909_41669|L05|Agence Principale|9956354                                 |Chèque UGB          |UBA BANK|209004
09/09/2020|L06_01_20200909_41684|L06|Agence Nzeng Ayong|                                        |Espèces|UBA BANK|1141682
09/09/2020|L07_01_20200909_41682|L07|Agence Sainte Marie|                                        |Espèces|UBA BANK|900502
09/09/2020|L07_02_20200909_41679|L07|Agence Sainte Marie|6738453                                 |Chèque BGFI         |UBA BANK|193753
09/09/2020|L08_01_20200910_41702|L08|Agence Owendo|                                        |Espèces|UBA BANK|2262411
09/09/2020|L08_02_20200910_41703|L08|Agence Owendo|3325107                                 |Chèque ORABANK      |UBA BANK|34449
09/09/2020|L08_02_20200910_41703|L08|Agence Owendo|5675400                                 |Chèque BICIG        |UBA BANK|69746
09/09/2020|L10_01_20200909_41666|L10|Agence Carrefour SNI|                                        |Espèces|UBA BANK|143612
09/09/2020|L11_01_20200909_41691|L11|Agence Franceville|                                        |Espèces|UGB BANK|493344
09/09/2020|L11_02_20200909_41683|L11|Agence Franceville|7002773                                 |Chèque BICIG        |UGB BANK|5584103
09/09/2020|L12_01_20200909_41689|L12|Agence Port-Gentil|                                        |Espèces|UGB BANK|1895793
09/09/2020|L12_02_20200909_41690|L12|Agence Port-Gentil|0704956                                 |Chèque UBA          |BGFI BANK|198023
09/09/2020|L12_02_20200909_41690|L12|Agence Port-Gentil|0761304                                 |Chèque UBA          |BGFI BANK|50000
09/09/2020|L12_02_20200909_41690|L12|Agence Port-Gentil|0831128                                 |Chèque UBA          |BGFI BANK|347924
09/09/2020|L12_02_20200909_41690|L12|Agence Port-Gentil|1017548                                 |Chèque ORABANK      |BGFI BANK|45381
09/09/2020|L12_02_20200909_41690|L12|Agence Port-Gentil|2917140                                 |Chèque ORABANK      |BGFI BANK|118697
09/09/2020|L12_02_20200909_41690|L12|Agence Port-Gentil|3089790                                 |Chèque BGFI         |BGFI BANK|45381
09/09/2020|L12_02_20200909_41690|L12|Agence Port-Gentil|3400502                                 |Chèque ORABANK      |BGFI BANK|44030
09/09/2020|L12_02_20200909_41690|L12|Agence Port-Gentil|6875884                                 |Chèque BICIG        |BGFI BANK|402623
09/09/2020|L12_02_20200909_41690|L12|Agence Port-Gentil|6876432                                 |Chèque BICIG        |BGFI BANK|792054
09/09/2020|L12_02_20200909_41690|L12|Agence Port-Gentil|6879025                                 |Chèque BICIG        |BGFI BANK|44030
09/09/2020|L12_02_20200909_41690|L12|Agence Port-Gentil|7331030                                 |Chèque BGFI         |BGFI BANK|169605
09/09/2020|L12_02_20200909_41690|L12|Agence Port-Gentil|7336062                                 |Chèque UGB          |BGFI BANK|45381
09/09/2020|L12_02_20200909_41690|L12|Agence Port-Gentil|7393007                                 |Chèque BGFI         |BGFI BANK|0
09/09/2020|L13_01_20200909_41692|L13|Agence Koulamoutou|                                        |Espèces|ORABANK Recettes|3075999
09/09/2020|L14_01_20200909_41665|L14|Agence Oyem|                                        |Espèces|UGB BANK|3307500
09/09/2020|L14_01_20200909_41667|L14|Agence Oyem|                                        |Espèces|UGB BANK|117000
09/09/2020|L15_01_20200909_41686|L15|Agence Lambaréné|                                        |Espèces|   BGFI BANK                            |217859
09/09/2020|L16_01_20200909_41693|L16|Agence Mouila|                                        |Espèces|BICIG BANK|228927
09/09/2020|L17_01_20200909_41673|L17|Agence Moanda|                                        |Espèces|   BGFI BANK                            |853556
09/09/2020|L19_02_20200909_41659|L19|Agence Vente Indirecte|0013989                                 |Chèque ECOBANK      |UBA BANK|14160000
09/09/2020|L19_02_20200909_41659|L19|Agence Vente Indirecte|0013990                                 |Chèque ECOBANK      |UBA BANK|13230000
09/09/2020|L22_01_20200910_41697|L22|Agence Mbolo|                                        |Espèces|ORABANK Recettes|2938201
09/09/2020|L22_02_20200910_41696|L22|Agence Mbolo|N° 7362051                              |Chèque BGFI         |ORABANK Recettes|851859
09/09/2020|L22_02_20200910_41696|L22|Agence Mbolo|N°3199902                               |Chèque ECOBANK      |ORABANK Recettes|128783
09/09/2020|L22_02_20200910_41696|L22|Agence Mbolo|N°9989457                               |Chèque UGB          |ORABANK Recettes|79831
09/09/2020|L25_01_20200909_41680|L25|Agence AVORBAM|                                        |Espèces|BGFI BANK|9450
09/09/2020|L25_01_20200909_41685|L25|Agence AVORBAM|                                        |Espèces|   BGFI BANK                            |1719679
09/09/2020|L29_01_20200909_41687|L29|Agence FTTH|                                        |Espèces|UBA BANK|2927266
09/09/2020|L29_02_20200909_41671|L29|Agence FTTH|3348685                                 |Chèque ORABANK      |UBA BANK|171702
09/09/2020|L32_02_20200910_41698|L32|DCM - distribution|3410135                                 |Chèque ORABANK      |ORABANK|66000000
09/09/2020|L32_02_20200910_41698|L32|DCM - distribution|5876987                                 |Chèque UGB          |ORABANK|58000000
09/09/2020|L32_02_20200910_41698|L32|DCM - distribution|6929211                                 |Chèque BICIG        |ORABANK|65000000
09/09/2020|L32_04_20200910_41699|L32|DCM - distribution|869744                                  |BGFI  Virement      |BGFI BANK|4838400
09/09/2020|L39_01_20200909_41661|L39|Agence Makokou|                                        |Espèces|ORABANK Recettes|35758800
09/09/2020|L39_01_20200909_41662|L39|Agence Makokou|                                        |Espèces|ORABANK Recettes|83100
09/09/2020|L40_01_20200909_41672|L40|Agence Gamba|                                        |Espèces|BICIG BANK|135200
09/09/2020|L79_01_20200909_41694|L79|Agence Tchibanga|                                        |Espèces|ORABANK Recettes|406350
09/09/2020|L79_01_20200909_41695|L79|Agence Tchibanga|                                        |Espèces|ORABANK Recettes|142779
09/09/2020|L80_01_20200909_41663|L80|Agence Bitam|                                        |Espèces|UGB BANK|75600
09/09/2020|L80_01_20200909_41664|L80|Agence Bitam|                                        |Espèces|UGB BANK|72490
09/09/2020|L86_01_20200909_41668|L86|Agence Mont-Bouet|                                        |Espèces|UBA BANK|165024
09/09/2020|L86_01_20200909_41670|L86|Agence Mont-Bouet|                                        |Espèces|UBA BANK|37800
09/09/2020|L87_01_20200909_41688|L87|Agence PK8|                                        |Espèces|UBA BANK|800348
09/09/2020|M02_01_20200909_41676|M02|Agence Awendje|                                        |Espèces|UBA BANK|56700
09/09/2020|M02_01_20200909_41681|M02|Agence Awendje|                                        |Espèces|UBA BANK|447390
09/10/2020|L02_01_20201009_42673|L02|Agence Okala|                                        |Espèces|BGFI BANK|723993
09/10/2020|L02_02_20201009_42676|L02|Agence Okala|6722639                                 |Chèque BICIG        |BGFI BANK|45381
09/10/2020|L02_02_20201009_42675|L02|Agence Okala|7235338                                 |Chèque BGFI         |BGFI BANK|25213
09/10/2020|L03_01_20201009_42690|L03|Agence des Arcades|                                        |Espèces|UBA BANK|2604112
09/10/2020|L03_02_20201009_42689|L03|Agence des Arcades|7323020                                 |Chèque BGFI         |UBA BANK|190516
09/10/2020|L04_01_20201009_42693|L04|Agence Evolis|                                        |Espèces|CITIBANK|13998485
09/10/2020|L04_02_20201009_42692|L04|Agence Evolis|0000013                                 |Chèque ECOBANK      |CITIBANK|61235
09/10/2020|L04_02_20201009_42692|L04|Agence Evolis|0000494                                 |Chèque UGB          |CITIBANK|1650809
09/10/2020|L04_02_20201009_42692|L04|Agence Evolis|0000638                                 |Chèque UGB          |CITIBANK|1232374
09/10/2020|L04_02_20201009_42692|L04|Agence Evolis|0107365                                 |Chèque CITIGROUP    |CITIBANK|2497885
